name,position,team,passingYards,passingTouchdowns,interceptions,rushingYards,rushingTouchdowns,receptions,receivingYards,receivingTouchdowns,fumbles,image,teamImage,fantraxPPR,sleeperPPR,espnPPR,yahooPPR,underdogHalfPPR,sleeperHalfPPR,fantraxStandard,sleeperStandard,consensusPPR,consensusHalfPPR,consensusStandard,score,rank,value,tier,scarcity,adp,bye,sacks,fantasyScore,drafted,injury
Alec Pierce,WR,IND,0.0,0.0,0.0,0.0,0.0,52.5,800.5,5.5,0.0,https://assets.actionnetwork.com/200x200/20b2cc1b140a4756810c9e3e63c84bee.png,https://static.sprtactn.co/teamlogos/nfl/100/ind.png,85,90,96,82.0,82.0,86,0.0,120.0,87,84,120.0,165.55,0,0,0,,0,0,0,0,0,
Amon-Ra St. Brown,WR,DET,0.0,0.0,0.0,16.0,0.0,103.0,1250.5,9.5,0.0,https://assets.actionnetwork.com/200x200/78ef1d76dc5e4abb9652839a543e97fb.png,https://static.sprtactn.co/teamlogos/nfl/100/det.png,8,7,8,9.0,7.0,9,0.0,11.0,8,8,11.0,286.65,0,0,0,,0,0,0,0,0,
Brenton Strange,TE,JAC,0.0,0.0,0.0,0.0,0.0,50.5,490.5,3.5,0.0,https://assets.actionnetwork.com/200x200/4178a11c828247dfb70ee4780563d505.png,https://static.sprtactn.co/teamlogos/nfl/100/jac.png,147,148,167,128.0,150.0,141,0.0,117.0,148,145,117.0,120.55,0,0,0,,0,0,0,0,0,
Brian Thomas,WR,JAC,0.0,0.0,0.0,21.0,0.0,49.5,700.5,4.5,0.0,https://assets.actionnetwork.com/200x200/fe81250e4bd244fa9c4c1d782c431975.png,https://static.sprtactn.co/teamlogos/nfl/100/jac.png,70,71,104,86.0,62.0,69,0.0,82.0,78,66,82.0,148.65,0,0,0,,0,0,0,0,0,
Brock Bowers,TE,LV,0.0,0.0,0.0,14.0,0.0,82.0,924.5,7.5,0.0,https://assets.actionnetwork.com/200x200/73071b6b431d4c3eb4b24a89e50388fd.png,https://static.sprtactn.co/teamlogos/nfl/100/oak.png,16,21,23,20.0,20.0,25,17.0,27.0,21,22,22.0,220.85,0,0,0,,0,0,0,0,0,
Cade Otton,TE,TB,0.0,0.0,0.0,0.0,0.0,42.0,425.5,2.5,0.0,https://assets.actionnetwork.com/200x200/feb8c08be46b4be4b3eb0798da3d8548.png,https://static.sprtactn.co/teamlogos/nfl/100/tb.png,202,222,171,0.0,190.0,202,0.0,206.0,202,196,206.0,99.55,0,0,0,,0,0,0,0,0,
Calvin Ridley,WR,TEN,0.0,0.0,0.0,0.0,0.0,39.5,575.5,3.5,0.0,https://assets.actionnetwork.com/200x200/557f07ec96fe4532a1d85f47378e5f77.png,https://assets.actionnetwork.com/683711_titans.png,197,248,167,0.0,189.0,243,0.0,277.0,197,216,277.0,118.05,0,0,0,,0,0,0,0,0,
Carnell Tate,WR,TEN,0.0,0.0,0.0,18.0,0.0,58.5,775.5,4.5,0.0,https://assets.actionnetwork.com/200x200/00e5a4b820a8496581276ff78948be65.png,https://assets.actionnetwork.com/683711_titans.png,66,62,70,78.0,60.0,63,0.0,60.0,68,61,60.0,164.85,0,0,0,,0,0,0,0,0,
CeeDee Lamb,WR,DAL,0.0,0.0,0.0,28.0,0.0,91.0,1175.5,7.5,0.0,https://assets.actionnetwork.com/200x200/bf14c9f60c934dbb8290cda6ad89b01a.png,https://static.sprtactn.co/teamlogos/nfl/100/dal.png,12,10,11,10.0,10.0,11,0.0,13.0,10,10,13.0,256.35,0,0,0,,0,0,0,0,0,
Chig Okonkwo,TE,WAS,0.0,0.0,0.0,0.0,0.0,51.5,500.5,3.5,0.0,https://assets.actionnetwork.com/200x200/a04b6dbd6c614247a7426a901a26f5d4.png,https://assets.actionnetwork.com/698864_Commanders.png,161,160,168,127.0,140.0,167,0.0,164.0,160,153,164.0,122.55,0,0,0,,0,0,0,0,0,
Chris Godwin,WR,TB,0.0,0.0,0.0,0.0,0.0,61.5,675.5,4.5,0.0,https://assets.actionnetwork.com/200x200/2f4bfaaff1fd48a999f617548b916864.png,https://static.sprtactn.co/teamlogos/nfl/100/tb.png,90,93,145,98.0,90.0,94,0.0,97.0,95,92,97.0,156.05,0,0,0,,0,0,0,0,0,
Chris Olave,WR,NO,0.0,0.0,0.0,12.0,0.0,86.0,1024.5,5.5,0.0,https://assets.actionnetwork.com/200x200/f6fc8e7dcfd14bb1b332c3d910ea0d90.png,https://static.sprtactn.co/teamlogos/nfl/100/no.png,28,30,35,32.0,30.0,31,0.0,33.0,31,31,33.0,222.65,0,0,0,,0,0,0,0,0,
Christian Watson,WR,GB,0.0,0.0,0.0,17.0,0.0,52.5,774.5,6.5,0.0,https://assets.actionnetwork.com/200x200/40975975613b4a0db75fb42dda437043.png,https://static.sprtactn.co/teamlogos/nfl/100/gb.png,60,70,101,70.0,57.0,65,0.0,69.0,70,61,69.0,170.65,0,0,0,,0,0,0,0,0,
Colston Loveland,TE,CHI,0.0,0.0,0.0,11.0,0.0,70.0,800.5,5.5,0.0,https://assets.actionnetwork.com/200x200/05df7d8424314bf699b57e03786ca5fb.png,https://assets.actionnetwork.com/598430_bears1.png,44,41,45,39.0,46.0,46,0.0,39.0,43,46,39.0,184.15,0,0,0,,0,0,0,0,0,
Courtland Sutton,WR,DEN,0.0,0.0,0.0,0.0,0.0,57.5,774.5,6.5,0.0,https://assets.actionnetwork.com/200x200/4b13b9950c334039a7704680185dc4f3.png,https://static.sprtactn.co/teamlogos/nfl/100/den.png,76,83,85,97.0,85.0,87,0.0,86.0,84,86,86.0,173.95,0,0,0,,0,0,0,0,0,
D.J. Moore,WR,BUF,0.0,0.0,0.0,21.0,0.5,65.5,824.5,6.5,0.0,https://assets.actionnetwork.com/200x200/e5c5a9809f974447b491791adf02cf06.png,https://static.sprtactn.co/teamlogos/nfl/100/buf.png,58,59,71,66.0,56.0,58,0.0,67.0,62,57,67.0,192.05,0,0,0,,0,0,0,0,0,
D.K. Metcalf,WR,PIT,0.0,0.0,0.0,14.0,0.0,59.5,825.5,5.5,0.0,https://assets.actionnetwork.com/200x200/83da01a8d3e24e56825bdf58d5303e21.png,https://static.sprtactn.co/teamlogos/nfl/100/pit.png,80,72,88,86.0,76.0,79,0.0,79.0,83,78,79.0,176.45,0,0,0,,0,0,0,0,0,
Dallas Goedert,TE,PHI,0.0,0.0,0.0,0.0,0.0,56.0,575.5,4.5,0.0,https://assets.actionnetwork.com/200x200/816b93e9272b4d9287c4015970008128.png,https://static.sprtactn.co/teamlogos/nfl/100/phi.png,126,116,102,106.0,135.0,122,0.0,96.0,111,129,96.0,140.55,0,0,0,,0,0,0,0,0,
Dalton Kincaid,TE,BUF,0.0,0.0,0.0,0.0,0.0,53.5,549.5,3.5,0.0,https://assets.actionnetwork.com/200x200/035371c7d51445b5ada33f04a52c4145.png,https://static.sprtactn.co/teamlogos/nfl/100/buf.png,126,92,137,100.0,126.0,95,0.0,83.0,113,111,83.0,129.45,0,0,0,,0,0,0,0,0,
Dalton Schultz,TE,HOU,0.0,0.0,0.0,0.0,0.0,48.0,500.5,3.5,0.0,https://assets.actionnetwork.com/200x200/61f6ca88ab6f4c05a7bd7e55f0ab67b0.png,https://static.sprtactn.co/teamlogos/nfl/100/hou.png,171,172,167,130.0,168.0,180,0.0,143.0,169,174,143.0,119.05,0,0,0,,0,0,0,0,0,
Davante Adams,WR,LA,0.0,0.0,0.0,0.0,0.0,62.5,775.5,9.5,0.0,https://assets.actionnetwork.com/200x200/e251b3503e8b4942965d07836286d9f4.png,https://assets.actionnetwork.com/524632_rams.png,49,52,47,49.0,51.0,59,0.0,50.0,49,55,50.0,197.05,0,0,0,,0,0,0,0,0,
DeVonta Smith,WR,PHI,0.0,0.0,0.0,0.0,0.0,82.0,1025.5,5.5,0.0,https://assets.actionnetwork.com/200x200/e6f9e8286c0e41fb8b0193d412d518b3.png,https://static.sprtactn.co/teamlogos/nfl/100/phi.png,29,39,39,30.0,28.0,34,38.0,45.0,34,31,41.0,217.55,0,0,0,,0,0,0,0,0,
Denzel Boston,WR,CLE,0.0,0.0,0.0,22.0,0.0,38.0,499.5,3.5,0.0,https://assets.actionnetwork.com/200x200/fe4ec4e0b2164c11916f9e89d8fa86cd.png,https://assets.actionnetwork.com/519602_browns.png,166,165,167,131.0,153.0,150,0.0,163.0,166,151,163.0,111.15,0,0,0,,0,0,0,0,0,
Drake London,WR,ATL,0.0,0.0,0.0,0.0,0.0,83.0,1100.5,7.5,0.0,https://assets.actionnetwork.com/200x200/206d179e683343aaa09fe67e9d9801f4.png,https://static.sprtactn.co/teamlogos/nfl/100/atl.png,19,15,19,18.0,21.0,19,0.0,23.0,18,20,23.0,238.05,0,0,0,,0,0,0,0,0,
Emeka Egbuka,WR,TB,0.0,0.0,0.0,14.0,0.0,65.5,924.5,6.5,0.0,https://assets.actionnetwork.com/200x200/8ed104290778488d8ea1444870a239e3.png,https://static.sprtactn.co/teamlogos/nfl/100/tb.png,40,39,44,46.0,32.0,43,0.0,53.0,42,37,53.0,198.35,0,0,0,,0,0,0,0,0,
Garrett Wilson,WR,NYJ,0.0,0.0,0.0,0.0,0.0,86.0,999.5,4.5,0.0,https://assets.actionnetwork.com/200x200/dce2563b660d4a38b5194cfb56c7b236.png,https://assets.actionnetwork.com/372790_jets.png,39,43,36,48.0,40.0,39,0.0,43.0,41,40,43.0,212.95,0,0,0,,0,0,0,0,0,
George Kittle,TE,SF,0.0,0.0,0.0,15.0,0.0,56.5,700.5,5.5,0.0,https://assets.actionnetwork.com/200x200/96349131a4004c30a6b3e5117647d348.png,https://static.sprtactn.co/teamlogos/nfl/100/sf.png,106,92,96,90.0,115.0,96,0.0,113.0,94,105,113.0,161.05,0,0,0,,0,0,0,0,0,
George Pickens,WR,DAL,0.0,0.0,0.0,0.0,0.0,71.0,1000.5,7.5,0.0,https://assets.actionnetwork.com/200x200/9f2d93d732f14bfbbeab4572f4b23383.png,https://static.sprtactn.co/teamlogos/nfl/100/dal.png,26,24,28,22.0,24.0,26,0.0,27.0,25,25,27.0,216.05,0,0,0,,0,0,0,0,0,
Germie Bernard,WR,PIT,0.0,0.0,0.0,24.0,0.0,30.5,400.5,2.5,0.0,https://assets.actionnetwork.com/200x200/1551f18a1382456c82e0bfa9c9364ed8.png,https://static.sprtactn.co/teamlogos/nfl/100/pit.png,257,235,170,0.0,195.0,226,0.0,222.0,235,210,222.0,87.95,0,0,0,,0,0,0,0,0,
Greg Dulcich,TE,MIA,0.0,0.0,0.0,12.0,0.0,45.5,425.5,2.5,0.0,https://assets.actionnetwork.com/200x200/1263c5fa5b604db0b04e96fb10c5f00f.png,https://static.sprtactn.co/teamlogos/nfl/100/mia.png,198,234,170,134.0,179.0,224,0.0,228.0,184,201,228.0,104.25,0,0,0,,0,0,0,0,0,
Gunnar Helm,TE,TEN,0.0,0.0,0.0,0.0,0.0,39.5,400.5,2.5,0.0,https://assets.actionnetwork.com/200x200/79e2d5b9b9b84f41b4c656a69fc84779.png,https://assets.actionnetwork.com/683711_titans.png,207,222,170,0.0,181.0,205,0.0,184.0,207,193,184.0,94.55,0,0,0,,0,0,0,0,0,
Harold Fannin,TE,CLE,0.0,0.0,0.0,18.0,0.0,62.0,699.5,4.5,0.0,https://assets.actionnetwork.com/200x200/564652f48e10472b926abdd7f0793d85.png,https://assets.actionnetwork.com/519602_browns.png,73,64,76,72.0,102.0,72,0.0,62.0,73,87,62.0,160.75,0,0,0,,0,0,0,0,0,
Hunter Henry,TE,NE,0.0,0.0,0.0,0.0,0.0,45.5,500.5,4.5,0.0,https://assets.actionnetwork.com/200x200/fff869100cbd4102949e679352b748d6.png,https://static.sprtactn.co/teamlogos/nfl/100/ne.png,207,117,142,129.0,153.0,135,201.0,94.0,135,144,148.0,122.55,0,0,0,,0,0,0,0,0,
Isaiah Likely,TE,NYG,0.0,0.0,0.0,0.0,0.0,53.5,625.5,3.5,0.0,https://assets.actionnetwork.com/200x200/9c8cb38802a740a4b484c28aa590ad10.png,https://static.sprtactn.co/teamlogos/nfl/100/nygd.png,131,114,129,108.0,128.0,120,0.0,123.0,121,124,123.0,137.05,0,0,0,,0,0,0,0,0,
Ja'Marr Chase,WR,CIN,0.0,0.0,0.0,15.0,0.0,103.0,1324.5,10.5,0.0,https://assets.actionnetwork.com/200x200/745863277d564e5aa8e9f0e9ed7ebf39.png,https://static.sprtactn.co/teamlogos/nfl/100/cin.png,3,3,5,3.0,3.0,4,0.0,4.0,3,3,4.0,299.95,0,0,0,,0,0,0,0,0,
Jake Ferguson,TE,DAL,0.0,0.0,0.0,13.0,0.0,50.0,524.5,4.5,0.0,https://assets.actionnetwork.com/200x200/dfebff18b1a34d2f91458a08c10ec21e.png,https://static.sprtactn.co/teamlogos/nfl/100/dal.png,106,98,112,113.0,132.0,110,0.0,117.0,109,121,117.0,130.75,0,0,0,,0,0,0,0,0,
Jakobi Meyers,WR,JAC,0.0,0.0,0.0,17.0,0.0,64.0,700.5,5.5,0.0,https://assets.actionnetwork.com/200x200/e3454a82652e47c3b1c2f65eb065998c.png,https://static.sprtactn.co/teamlogos/nfl/100/jac.png,107,96,116,126.0,108.0,100,0.0,92.0,112,104,92.0,168.75,0,0,0,,0,0,0,0,0,
Jalen Coker,WR,CAR,0.0,0.0,0.0,0.0,0.0,52.0,625.5,4.5,0.0,https://assets.actionnetwork.com/200x200/81c233d9772d4f4992ad385b2d4b5a38.png,https://static.sprtactn.co/teamlogos/nfl/100/car.png,128,142,160,134.0,128.0,137,0.0,159.0,138,132,159.0,141.55,0,0,0,,0,0,0,0,0,
Jameson Williams,WR,DET,0.0,0.0,0.0,23.0,0.0,65.0,900.5,5.5,0.0,https://assets.actionnetwork.com/200x200/b282094e798142bb948b1d1682ee06dd.png,https://static.sprtactn.co/teamlogos/nfl/100/det.png,55,58,67,64.0,52.0,55,0.0,58.0,61,54,58.0,190.35,0,0,0,,0,0,0,0,0,
Jaxon Smith-Njigba,WR,SEA,0.0,0.0,0.0,15.0,0.0,110.5,1325.5,8.5,0.0,https://assets.actionnetwork.com/200x200/517459710b0a47cd8dd61932398b0a68.png,https://static.sprtactn.co/teamlogos/nfl/100/sea.png,6,6,6,6.0,6.0,7,0.0,8.0,6,6,8.0,295.55,0,0,0,,0,0,0,0,0,
Jayden Higgins,WR,HOU,0.0,0.0,0.0,0.0,0.0,44.5,575.5,3.5,0.0,https://static.sprtactn.co/teamlogos/nfl/100/hou.png,https://static.sprtactn.co/teamlogos/nfl/100/hou.png,122,138,159,134.0,122.0,125,0.0,129.0,136,123,129.0,123.05,0,0,0,,0,0,0,0,0,
Jayden Reed,WR,GB,0.0,0.0,0.0,68.0,0.0,49.5,650.5,4.5,0.0,https://assets.actionnetwork.com/200x200/281cae4050b743c1a6fd71781f94c00d.png,https://static.sprtactn.co/teamlogos/nfl/100/gb.png,112,111,139,121.0,82.0,108,0.0,135.0,117,95,135.0,148.35,0,0,0,,0,0,0,0,0,
Jaylen Waddle,WR,DEN,0.0,0.0,0.0,10.0,0.0,69.5,899.5,5.5,0.0,https://assets.actionnetwork.com/200x200/6a47121810ad4401adc32ad7ad669669.png,https://static.sprtactn.co/teamlogos/nfl/100/den.png,46,47,59,45.0,39.0,48,0.0,46.0,46,43,46.0,193.45,0,0,0,,0,0,0,0,0,
Jerry Jeudy,WR,CLE,0.0,0.0,0.0,13.0,0.0,46.0,624.5,4.5,0.0,https://assets.actionnetwork.com/200x200/a64e07146b7e40e7960648937971fe97.png,https://assets.actionnetwork.com/519602_browns.png,207,191,161,0.0,179.0,204,213.0,184.0,191,192,199.0,136.75,0,0,0,,0,0,0,0,0,
Jordan Addison,WR,MIN,0.0,0.0,0.0,14.0,0.0,46.5,650.5,4.5,0.0,https://assets.actionnetwork.com/200x200/19982904b25142af869de813cb2d7298.png,https://static.sprtactn.co/teamlogos/nfl/100/min.png,106,101,122,119.0,89.0,99,0.0,96.0,113,94,96.0,139.95,0,0,0,,0,0,0,0,0,
Jordyn Tyson,WR,NO,0.0,0.0,0.0,20.0,0.0,58.5,774.5,4.5,0.0,https://assets.actionnetwork.com/200x200/fc89e4d1fcd64b99a8f30582127aa900.png,https://static.sprtactn.co/teamlogos/nfl/100/no.png,84,77,98,92.0,64.0,75,0.0,78.0,88,70,78.0,164.95,0,0,0,,0,0,0,0,0,
Josh Downs,WR,IND,0.0,0.0,0.0,11.0,0.0,74.5,775.5,5.5,0.0,https://assets.actionnetwork.com/200x200/02a244eaea494a33ad929b4d1795bd65.png,https://static.sprtactn.co/teamlogos/nfl/100/ind.png,109,111,123,120.0,86.0,115,0.0,148.0,116,101,148.0,186.15,0,0,0,,0,0,0,0,0,
Justin Jefferson,WR,MIN,0.0,0.0,0.0,11.0,0.0,86.0,1150.5,7.5,0.0,https://assets.actionnetwork.com/200x200/fcc496ed8bea410b8513ae030d41f1a7.png,https://static.sprtactn.co/teamlogos/nfl/100/min.png,11,10,12,12.0,10.0,11,0.0,15.0,12,11,15.0,247.15,0,0,0,,0,0,0,0,0,
Juwan Johnson,TE,NO,0.0,0.0,0.0,0.0,0.0,54.0,550.5,3.5,0.0,https://assets.actionnetwork.com/200x200/ea9de8b774ed4c74a5ad53ff0e04b107.png,https://static.sprtactn.co/teamlogos/nfl/100/no.png,150,162,164,131.0,156.0,176,0.0,156.0,156,166,156.0,130.05,0,0,0,,0,0,0,0,0,
KC Concepcion,WR,CLE,0.0,0.0,0.0,22.0,0.0,45.5,600.5,4.5,0.0,https://assets.actionnetwork.com/200x200/7c53ce4ef3a24e92b21f054620132e94.png,https://assets.actionnetwork.com/519602_browns.png,118,134,147,132.0,118.0,113,0.0,110.0,133,116,110.0,134.75,0,0,0,,0,0,0,0,0,
Kenyon Sadiq,TE,NYJ,0.0,0.0,0.0,17.0,0.0,36.0,475.5,3.5,0.0,https://assets.actionnetwork.com/200x200/ce1862f1679540a7a981719d6b506cdb.png,https://assets.actionnetwork.com/372790_jets.png,184,122,134,130.0,164.0,144,177.0,111.0,132,154,144.0,106.25,0,0,0,,0,0,0,0,0,
Khalil Shakir,WR,BUF,0.0,0.0,0.0,10.0,0.0,60.0,650.5,4.5,0.0,https://assets.actionnetwork.com/200x200/fc669ac24af54f59a0e83eae7142d9b2.png,https://static.sprtactn.co/teamlogos/nfl/100/buf.png,136,135,136,133.0,127.0,134,0.0,158.0,136,131,158.0,153.05,0,0,0,,0,0,0,0,0,
Kyle Pitts,TE,ATL,0.0,0.0,0.0,0.0,0.0,72.5,774.5,4.5,0.0,https://assets.actionnetwork.com/200x200/92b6e2e1ad96404e89edfb381a7b4112.png,https://static.sprtactn.co/teamlogos/nfl/100/atl.png,83,69,66,74.0,104.0,71,0.0,72.0,71,87,72.0,176.95,0,0,0,,0,0,0,0,0,
Ladd McConkey,WR,LAC,0.0,0.0,0.0,0.0,0.0,69.5,899.5,5.5,0.0,https://assets.actionnetwork.com/200x200/99f04d0ec53441548b2b87e4fd36d463.png,https://static.sprtactn.co/teamlogos/nfl/100/sd.png,57,42,53,46.0,35.0,40,54.0,47.0,49,37,51.0,192.45,0,0,0,,0,0,0,0,0,
Luther Burden,WR,CHI,0.0,0.0,0.0,14.0,0.0,71.0,875.5,4.5,0.0,https://assets.actionnetwork.com/200x200/9c6528c12c324242a82dbbd0ff80a6fd.png,https://assets.actionnetwork.com/598430_bears1.png,48,48,76,58.0,43.0,52,0.0,50.0,53,48,50.0,186.95,0,0,0,,0,0,0,0,0,
Makai Lemon,WR,PHI,0.0,0.0,0.0,14.0,0.0,49.0,649.5,3.5,0.0,https://assets.actionnetwork.com/200x200/d4588d6f2b51443892c12539f6cfb4c1.png,https://static.sprtactn.co/teamlogos/nfl/100/phi.png,91,80,113,100.0,74.0,76,0.0,84.0,95,75,84.0,136.35,0,0,0,,0,0,0,0,0,
Mark Andrews,TE,BAL,0.0,0.0,0.0,14.0,0.0,49.0,500.5,5.5,0.0,https://assets.actionnetwork.com/200x200/a6dd8012a7f840128628e84ba82e715e.png,https://static.sprtactn.co/teamlogos/nfl/100/bal.png,136,119,123,114.0,126.0,119,0.0,124.0,121,123,124.0,133.45,0,0,0,,0,0,0,0,0,
Marvin Harrison Jr.,WR,ARI,0.0,0.0,0.0,0.0,0.0,59.5,825.5,5.5,0.0,https://assets.actionnetwork.com/200x200/4f52fa9af14547d39fa9f57d1e457312.png,https://static.sprtactn.co/teamlogos/nfl/100/ari.png,73,78,91,80.0,68.0,75,0.0,88.0,79,72,88.0,175.05,0,0,0,,0,0,0,0,0,
Matthew Golden,WR,GB,0.0,0.0,0.0,23.0,0.0,51.5,650.5,4.5,0.0,https://assets.actionnetwork.com/200x200/cc04a6b651444da7ba41ca1b83519543.png,https://static.sprtactn.co/teamlogos/nfl/100/gb.png,129,134,107,131.0,108.0,127,0.0,159.0,130,117,159.0,145.85,0,0,0,,0,0,0,0,0,
Michael Pittman Jr.,WR,PIT,0.0,0.0,0.0,0.0,0.0,71.0,750.5,4.5,0.0,https://assets.actionnetwork.com/200x200/b9c92ef1b50d47688a507b920757e505.png,https://static.sprtactn.co/teamlogos/nfl/100/pit.png,100,99,90,120.0,99.0,98,0.0,119.0,100,98,119.0,173.05,0,0,0,,0,0,0,0,0,
Michael Wilson,WR,ARI,0.0,0.0,0.0,0.0,0.0,57.0,724.5,4.5,0.0,https://assets.actionnetwork.com/200x200/ef0b1b0412064b09832b413206cab453.png,https://static.sprtactn.co/teamlogos/nfl/100/ari.png,98,82,104,104.0,94.0,86,0.0,102.0,101,90,102.0,156.45,0,0,0,,0,0,0,0,0,
Mike Evans,WR,SF,0.0,0.0,0.0,0.0,0.0,58.0,800.5,6.5,0.0,https://assets.actionnetwork.com/200x200/d6c6a16bc5164ffab9c7960de4c2b6f3.png,https://static.sprtactn.co/teamlogos/nfl/100/sf.png,61,56,91,65.0,48.0,56,0.0,62.0,63,52,62.0,177.05,0,0,0,,0,0,0,0,0,
Nico Collins,WR,HOU,0.0,0.0,0.0,12.0,0.0,80.0,1074.5,6.5,0.0,https://assets.actionnetwork.com/200x200/b96086cf2f3c499d959edcd44616f891.png,https://static.sprtactn.co/teamlogos/nfl/100/hou.png,23,27,28,21.0,23.0,23,0.0,23.0,25,23,23.0,227.65,0,0,0,,0,0,0,0,0,
Omar Cooper,WR,NYJ,0.0,0.0,0.0,17.0,0.0,38.0,499.5,3.5,0.0,https://assets.actionnetwork.com/200x200/d46c760dffd54ea487047c7eb7e8885d.png,https://assets.actionnetwork.com/372790_jets.png,154,171,170,131.0,145.0,153,0.0,156.0,162,149,156.0,110.65,0,0,0,,0,0,0,0,0,
Parker Washington,WR,JAC,0.0,0.0,0.0,16.0,0.0,67.5,774.5,4.5,0.0,https://assets.actionnetwork.com/200x200/e0bcbd721d8a45b58826c4cc1fe17e99.png,https://static.sprtactn.co/teamlogos/nfl/100/jac.png,83,88,103,92.0,62.0,82,0.0,94.0,90,72,94.0,173.55,0,0,0,,0,0,0,0,0,
Pat Freiermuth,TE,PIT,0.0,0.0,0.0,0.0,0.0,43.5,450.5,3.5,0.0,https://assets.actionnetwork.com/200x200/884102eb804042138a4d87b855a56366.png,https://static.sprtactn.co/teamlogos/nfl/100/pit.png,194,244,169,126.0,194.0,240,0.0,242.0,182,217,242.0,109.55,0,0,0,,0,0,0,0,0,
Puka Nacua,WR,LA,0.0,0.0,0.0,47.0,0.0,105.5,1325.5,8.5,0.0,https://assets.actionnetwork.com/200x200/e6c60d1ca9454c53a73db3ab154808fa.png,https://assets.actionnetwork.com/524632_rams.png,4,5,4,4.0,4.0,5,0.0,7.0,4,4,7.0,293.75,0,0,0,,0,0,0,0,0,
Quentin Johnston,WR,LAC,0.0,0.0,0.0,10.0,0.0,48.5,649.5,5.5,0.0,https://assets.actionnetwork.com/200x200/ae6bb82d0df241b88b5aebdbcea4f91b.png,https://static.sprtactn.co/teamlogos/nfl/100/sd.png,92,104,142,111.0,75.0,102,0.0,119.0,108,88,119.0,147.45,0,0,0,,0,0,0,0,0,
Rashee Rice,WR,KC,0.0,0.0,0.0,17.0,0.0,88.5,975.5,7.5,0.0,https://assets.actionnetwork.com/200x200/b276f84dba744a8ba7ebeca407050e73.png,https://static.sprtactn.co/teamlogos/nfl/100/kc.png,28,28,23,33.0,25.0,30,0.0,34.0,28,27,34.0,232.75,0,0,0,,0,0,0,0,0,
Rashid Shaheed,WR,SEA,0.0,0.0,0.0,15.0,0.0,39.5,500.5,3.5,0.0,https://assets.actionnetwork.com/200x200/eb1ad461bab84b139d507cf78ae9c5df.png,https://static.sprtactn.co/teamlogos/nfl/100/sea.png,145,156,156,130.0,130.0,147,0.0,154.0,151,138,154.0,112.05,0,0,0,,0,0,0,0,0,
Rashod Bateman,WR,BAL,0.0,0.0,0.0,0.0,0.0,33.0,450.5,3.5,0.0,https://assets.actionnetwork.com/200x200/251dd89acee7486e96b636027986cb55.png,https://static.sprtactn.co/teamlogos/nfl/100/bal.png,286,649,171,0.0,203.0,243,0.0,276.0,286,223,276.0,99.05,0,0,0,,0,0,0,0,0,
Ricky Pearsall,WR,SF,0.0,0.0,0.0,20.0,0.0,51.5,675.5,4.5,0.0,https://assets.actionnetwork.com/200x200/d4177788567b4210919a75d31aad2500.png,https://static.sprtactn.co/teamlogos/nfl/100/sf.png,999,200,168,114.0,0.0,160,999.0,200.0,184,160,599.0,148.05,0,0,0,,0,0,0,0,0,
Rome Odunze,WR,CHI,0.0,0.0,0.0,0.0,0.0,56.5,800.5,6.5,0.0,https://assets.actionnetwork.com/200x200/25d9f07c14184fc9913488a3ef2e4e07.png,https://assets.actionnetwork.com/598430_bears1.png,64,66,72,69.0,60.0,63,0.0,73.0,67,62,73.0,175.55,0,0,0,,0,0,0,0,0,
Romeo Doubs,WR,NE,0.0,0.0,0.0,0.0,0.0,50.0,649.5,4.5,0.0,https://assets.actionnetwork.com/200x200/ca84a858f83a4923b17cf2b819ab4b7b.png,https://static.sprtactn.co/teamlogos/nfl/100/ne.png,124,117,150,132.0,116.0,121,0.0,133.0,128,119,133.0,141.95,0,0,0,,0,0,0,0,0,
Sam LaPorta,TE,DET,0.0,0.0,0.0,0.0,0.0,57.0,624.5,4.5,0.0,https://assets.actionnetwork.com/200x200/fb56328638c84809b2335ffffd95a8d3.png,https://static.sprtactn.co/teamlogos/nfl/100/det.png,88,67,67,65.0,92.0,71,0.0,64.0,67,81,64.0,146.45,0,0,0,,0,0,0,0,0,
T.J. Hockenson,TE,MIN,0.0,0.0,0.0,10.0,0.0,51.5,500.5,3.5,0.0,https://assets.actionnetwork.com/200x200/5f9f995d55754415ad4bd69e7458db17.png,https://static.sprtactn.co/teamlogos/nfl/100/min.png,155,165,133,131.0,170.0,196,0.0,198.0,144,183,198.0,123.55,0,0,0,,0,0,0,0,0,
Tee Higgins,WR,CIN,0.0,0.0,0.0,0.0,0.0,66.5,874.5,7.5,0.0,https://assets.actionnetwork.com/200x200/301714cde5984c58b20a968081342576.png,https://static.sprtactn.co/teamlogos/nfl/100/cin.png,37,34,57,34.0,34.0,37,0.0,37.0,36,35,37.0,198.95,0,0,0,,0,0,0,0,0,
Terry McLaurin,WR,WAS,0.0,0.0,0.0,0.0,0.0,69.5,925.5,5.5,0.0,https://assets.actionnetwork.com/200x200/ded72d86f7894d8e89cd64afe5ba45dd.png,https://assets.actionnetwork.com/698864_Commanders.png,52,56,61,54.0,45.0,50,0.0,65.0,55,48,65.0,195.05,0,0,0,,0,0,0,0,0,
Tetairoa McMillan,WR,CAR,0.0,0.0,0.0,0.0,0.0,70.5,949.5,6.5,0.0,https://assets.actionnetwork.com/200x200/db0c7adeb8484b4e993e2830068fbf04.png,https://static.sprtactn.co/teamlogos/nfl/100/car.png,38,35,41,40.0,39.0,36,0.0,39.0,39,37,39.0,204.45,0,0,0,,0,0,0,0,0,
